company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,377,31/12/2018,283,P1Y,Clarity AI,,E,Thailand
Banpu PCL,4295892746,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,339,31/12/2019,283,P1Y,Clarity AI,,E,Thailand
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,289,31/12/2020,283,P1Y,Clarity AI,,E,India
Sands China Ltd,5000496345,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.02,31/12/2020,282,P1Y,Clarity AI,,E,Cayman Islands
Delta Electronics Thailand PCL,4295892924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0034,31/12/2016,282,P1Y,Clarity AI,,E,Thailand
Delta Electronics Thailand PCL,4295892924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.088,31/12/2017,282,P1Y,Clarity AI,,E,Thailand
Sands China Ltd,5000496345,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0289,31/12/2019,282,P1Y,Clarity AI,,E,Cayman Islands
Sands China Ltd,5000496345,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0189,31/12/2022,282,P1Y,Clarity AI,31/12/2022 0:00,E,Cayman Islands
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4140,31/12/2018,282,P1Y,Clarity AI,,E,Thailand
Delta Electronics Thailand PCL,4295892924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.02,31/12/2021,282,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Delta Electronics Thailand PCL,4295892924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.06,31/12/2020,282,P1Y,Clarity AI,,E,Thailand
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5197,31/12/2021,282,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3490,31/12/2017,282,P1Y,Clarity AI,31/12/2017 0:00,E,Thailand
Sands China Ltd,5000496345,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0195,31/12/2021,282,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4270,31/12/2019,282,P1Y,Clarity AI,,E,Thailand
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6620,31/12/2020,282,P1Y,Clarity AI,,E,Thailand
Thai Oil PCL,4295893454,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7210,31/12/2016,282,P1Y,Clarity AI,,E,Thailand
Mytilineos SA,4295870463,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3651.1,31/12/2018,281,P1Y,Clarity AI,,E,Greece
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,68652,31/12/2017,281,P1Y,Clarity AI,,E,United States
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,100,31/12/2016,281,P1Y,Clarity AI,,E,United States
Mytilineos SA,4295870463,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3634,31/12/2019,281,P1Y,Clarity AI,,E,Greece
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32138,31/12/2020,281,P1Y,Clarity AI,,E,United States
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47385,31/12/2019,281,P1Y,Clarity AI,,E,United States
Mytilineos SA,4295870463,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3214.3,31/12/2021,281,P1Y,Clarity AI,31/12/2021 0:00,E,Greece
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,100,31/12/2018,281,P1Y,Clarity AI,,E,United States
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33987,31/12/2021,281,P1Y,Clarity AI,31/12/2021 0:00,E,United States
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,90213,31/12/2016,281,P1Y,Clarity AI,31/12/2016 0:00,E,United States
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1500,31/12/2017,281,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Mytilineos SA,4295870463,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3190.1,31/12/2020,281,P1Y,Clarity AI,,E,Greece
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,876.34,31/12/2020,281,P1Y,Clarity AI,,E,United States
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1300,31/12/2021,281,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Newmont Corporation,4295904618,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2200,31/12/2019,281,P1Y,Clarity AI,,E,United States
American Electric Power Company Inc,4295903333,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62274,31/12/2018,281,P1Y,Clarity AI,,E,United States
Novartis AG,4295890628,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.1,31/12/2021,279,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
Novartis AG,4295890628,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.3,31/12/2020,279,P1Y,Clarity AI,,E,Switzerland
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,401,31/12/2020,279,P1Y,Clarity AI,,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1063,31/12/2017,279,P1Y,Clarity AI,,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,371,31/12/2022,279,P1Y,Clarity AI,31/12/2022 0:00,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,544,31/12/2019,279,P1Y,Clarity AI,,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,354,31/12/2021,279,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,812,31/12/2018,279,P1Y,Clarity AI,,E,Thailand
PTT Global Chemical PCL,5036162966,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1092,31/12/2016,279,P1Y,Clarity AI,,E,Thailand
Tech Mahindra Ltd,4295873455,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.03204,31/12/2021,278,P1Y,Clarity AI,31/12/2021 0:00,E,India
Tech Mahindra Ltd,4295873455,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.06,31/12/2020,278,P1Y,Clarity AI,,E,India
China Airlines Ltd,4295891726,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60.38,31/12/2021,277,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1910800,31/12/2020,276,P1Y,Clarity AI,,E,Russian Federation
Swisscom AG,4295890615,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.3,31/12/2018,276,P1Y,Clarity AI,,E,Switzerland
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1601400,31/12/2021,276,P1Y,Clarity AI,31/12/2021 0:00,E,Russian Federation
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1784970,31/12/2017,276,P1Y,Clarity AI,,E,Russian Federation
Swisscom AG,4295890615,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.3,31/12/2017,276,P1Y,Clarity AI,,E,Switzerland
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1877970,31/12/2016,276,P1Y,Clarity AI,,E,Russian Federation
Swisscom AG,4295890615,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.9,31/12/2020,276,P1Y,Clarity AI,,E,Switzerland
Swisscom AG,4295890615,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.4,31/12/2021,276,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1869620,31/12/2018,276,P1Y,Clarity AI,,E,Russian Federation
Swisscom AG,4295890615,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.4,31/12/2019,276,P1Y,Clarity AI,,E,Switzerland
GMK Noril'skiy Nikel' PAO,4295887092,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1898140,31/12/2019,276,P1Y,Clarity AI,,E,Russian Federation
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3200,31/12/2016,275,P1Y,Clarity AI,31/12/2016 0:00,E,Greece
Fortescue Metals Group Ltd,4295857514,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,200,31/12/2020,275,P1Y,Clarity AI,,E,Australia
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2237,31/12/2019,275,P1Y,Clarity AI,,E,Ireland
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2700,31/12/2018,275,P1Y,Clarity AI,,E,Greece
Dundee Precious Metals Inc,4295861825,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6350,31/12/2021,275,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3034,31/12/2016,275,P1Y,Clarity AI,,E,Ireland
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,927,31/12/2016,275,P1Y,Clarity AI,,E,Thailand
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2511,31/12/2020,275,P1Y,Clarity AI,,E,Greece
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4993,31/12/2019,275,P1Y,Clarity AI,,E,Thailand
National Industrialization Company SJSC,4295887277,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,379.04,31/12/2020,275,P1Y,Clarity AI,,E,Saudi Arabia
National Industrialization Company SJSC,4295887277,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,392.19,31/12/2021,275,P1Y,Clarity AI,,E,Saudi Arabia
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2694,31/12/2018,275,P1Y,Clarity AI,,E,Ireland
Dundee Precious Metals Inc,4295861825,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6018,31/12/2020,275,P1Y,Clarity AI,,E,Canada
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2800,31/12/2019,275,P1Y,Clarity AI,,E,Greece
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1970,31/12/2018,275,P1Y,Clarity AI,,E,Thailand
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3100,31/12/2017,275,P1Y,Clarity AI,,E,Greece
Fortescue Metals Group Ltd,4295857514,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,204,31/12/2022,275,P1Y,Clarity AI,31/12/2022 0:00,E,Australia
Motor Oil Hellas Corinth Refineries SA,4295870779,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2819,31/12/2021,275,P1Y,Clarity AI,31/12/2021 0:00,E,Greece
Dundee Precious Metals Inc,4295861825,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27825,31/12/2016,275,P1Y,Clarity AI,,E,Canada
Dundee Precious Metals Inc,4295861825,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11852,31/12/2018,275,P1Y,Clarity AI,31/12/2018 0:00,E,Canada
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2569,31/12/2017,275,P1Y,Clarity AI,,E,Ireland
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6999,31/12/2021,275,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1518,31/12/2017,275,P1Y,Clarity AI,,E,Thailand
Indorama Ventures PCL,5000045221,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4658,31/12/2020,275,P1Y,Clarity AI,,E,Thailand
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2176,31/12/2021,275,P1Y,Clarity AI,31/12/2021 0:00,E,Ireland
Dundee Precious Metals Inc,4295861825,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15105,31/12/2017,275,P1Y,Clarity AI,,E,Canada
Fortescue Metals Group Ltd,4295857514,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,195,31/12/2021,275,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Smurfit Kappa Group PLC,4295874981,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2395,31/12/2020,275,P1Y,Clarity AI,,E,Ireland
Freeport-McMoRan Inc,4295908588,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7300,31/12/2020,274,P1Y,Clarity AI,,E,United States
First Financial Holding Co Ltd,4295892665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2022,274,P1Y,Clarity AI,31/12/2022 0:00,E,"Taiwan, China"
Melia Hotels International SA,4295889419,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.24,31/12/2021,274,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Siam Cement PCL,4295892800,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3710,31/12/2020,274,P1Y,Clarity AI,,E,Thailand
Freeport-McMoRan Inc,4295908588,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7000,31/12/2021,274,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Siam Cement PCL,4295892800,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3130,31/12/2021,274,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Freeport-McMoRan Inc,4295908588,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6900,31/12/2022,274,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Melia Hotels International SA,4295889419,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.12,31/12/2020,274,P1Y,Clarity AI,,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47845,31/12/2018,273,P1Y,Clarity AI,,E,Spain
Iberdrola SA,4295889602,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5392,31/12/2017,273,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Iberdrola SA,4295889602,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1763,31/12/2019,273,P1Y,Clarity AI,,E,Spain
Iberdrola SA,4295889602,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1180,31/12/2021,273,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9550,31/12/2020,273,P1Y,Clarity AI,,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7591,31/12/2021,273,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Iberdrola SA,4295889602,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3515,31/12/2018,273,P1Y,Clarity AI,,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60287,31/12/2017,273,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,61388,31/12/2016,273,P1Y,Clarity AI,,E,Spain
Iberdrola SA,4295889602,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1352,31/12/2020,273,P1Y,Clarity AI,,E,Spain
Endesa SA,4295889287,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26492,31/12/2019,273,P1Y,Clarity AI,,E,Spain
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2017,272,P1Y,Clarity AI,,E,United States
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2016,272,P1Y,Clarity AI,,E,United States
Anglo American Platinum Ltd,4298016482,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14780,31/12/2017,272,P1Y,Clarity AI,31/12/2017 0:00,E,South Africa
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2020,272,P1Y,Clarity AI,,E,United States
Anglo American Platinum Ltd,4298016482,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23970,31/12/2016,272,P1Y,Clarity AI,,E,South Africa
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2017,272,P1Y,Clarity AI,,E,Switzerland
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2018,272,P1Y,Clarity AI,,E,United States
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2018,272,P1Y,Clarity AI,,E,Switzerland
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2016,272,P1Y,Clarity AI,,E,Switzerland
Bank of America Corp,8589934339,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1,31/12/2021,272,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.07,31/12/2020,272,P1Y,Clarity AI,,E,Switzerland
Givaudan SA,4295890924,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2019,272,P1Y,Clarity AI,,E,Switzerland
